               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 146,            0.020857,            0.011733,           0.0071336,             0.89474,             0.91385,             0.92739,             0.74343,            0.014336,           0.0044667,           0.0021124,           0.0028225,           0.0028225,           0.0028225
                 147,            0.020992,            0.011825,           0.0073641,             0.89693,             0.90719,             0.92723,             0.74305,            0.014328,           0.0044591,           0.0021762,            0.002773,            0.002773,            0.002773
                 148,            0.021161,            0.011679,           0.0074459,             0.89289,             0.91537,             0.92693,             0.74322,            0.014312,           0.0044542,           0.0022765,           0.0027235,           0.0027235,           0.0027235
                 149,            0.020666,            0.011786,           0.0078214,              0.8925,             0.91514,             0.92713,             0.74366,            0.014265,           0.0044512,           0.0023221,            0.002674,            0.002674,            0.002674
                 150,            0.020414,            0.011833,           0.0073065,             0.89573,             0.90814,             0.92801,             0.74494,            0.014246,           0.0044575,           0.0023642,           0.0026245,           0.0026245,           0.0026245
                 151,            0.020708,            0.011767,            0.007342,             0.89814,             0.91185,             0.92891,             0.74465,            0.014204,           0.0044563,           0.0023381,            0.002575,            0.002575,            0.002575
                 152,            0.020569,            0.011733,           0.0076407,             0.89999,              0.9116,               0.929,             0.74454,            0.014183,           0.0044628,           0.0023689,           0.0025255,           0.0025255,           0.0025255
                 153,            0.020926,            0.011726,           0.0076415,             0.90074,             0.90917,             0.92896,             0.74426,            0.014194,           0.0044683,           0.0024119,            0.002476,            0.002476,            0.002476
                 154,            0.020577,            0.011641,           0.0069363,             0.90034,             0.90796,             0.92684,              0.7436,            0.014198,           0.0044759,           0.0023966,           0.0024265,           0.0024265,           0.0024265
                 155,            0.020704,            0.011615,           0.0058469,             0.90029,              0.9111,              0.9262,              0.7439,            0.014191,           0.0044809,            0.002396,            0.002377,            0.002377,            0.002377
                 156,            0.020723,            0.011645,           0.0080758,             0.89989,             0.90866,             0.92486,             0.74413,            0.014206,           0.0044915,           0.0023897,           0.0023275,           0.0023275,           0.0023275
                 157,            0.020165,            0.011754,           0.0075564,             0.90208,             0.90861,             0.92495,             0.74428,            0.014217,           0.0044951,           0.0023252,            0.002278,            0.002278,            0.002278
                 158,            0.020354,            0.011846,           0.0066601,             0.90073,             0.90795,              0.9248,             0.74464,            0.014242,           0.0045042,           0.0022603,           0.0022285,           0.0022285,           0.0022285
                 159,            0.020315,            0.011561,           0.0068247,             0.89816,             0.90908,              0.9253,             0.74442,            0.014263,           0.0045151,           0.0022125,            0.002179,            0.002179,            0.002179
                 160,            0.019795,            0.011385,           0.0068508,             0.89781,              0.9119,              0.9261,              0.7442,            0.014268,           0.0045185,           0.0022418,           0.0021295,           0.0021295,           0.0021295
                 161,            0.020109,            0.011492,           0.0065687,             0.90117,             0.90961,             0.92738,             0.74474,            0.014268,           0.0045172,           0.0023055,             0.00208,             0.00208,             0.00208
                 162,            0.020313,              0.0115,           0.0064686,             0.90356,             0.90727,             0.92642,             0.74515,            0.014283,           0.0045217,            0.002391,           0.0020305,           0.0020305,           0.0020305
                 163,             0.02045,            0.011583,           0.0062189,             0.90272,             0.90777,             0.92625,              0.7455,            0.014299,           0.0045221,           0.0024154,            0.001981,            0.001981,            0.001981
                 164,            0.019841,            0.011388,           0.0061226,             0.90248,             0.90733,             0.92717,             0.74748,            0.014291,            0.004524,           0.0024077,           0.0019315,           0.0019315,           0.0019315
                 165,            0.019773,            0.011479,           0.0065611,             0.90341,             0.90867,             0.92718,             0.74743,            0.014294,           0.0045235,            0.002396,            0.001882,            0.001882,            0.001882
                 166,            0.020171,            0.011449,           0.0068983,             0.90262,              0.9117,              0.9278,             0.74759,            0.014293,           0.0045294,           0.0023158,           0.0018325,           0.0018325,           0.0018325
                 167,            0.019384,            0.011269,           0.0059064,             0.90459,             0.91347,             0.92967,             0.74747,              0.0143,           0.0045379,           0.0022645,            0.001783,            0.001783,            0.001783
                 168,             0.01999,            0.011317,            0.006188,             0.90236,              0.9117,             0.92745,             0.74759,            0.014304,           0.0045425,           0.0022125,           0.0017335,           0.0017335,           0.0017335
                 169,            0.019088,            0.011105,           0.0052477,             0.90368,             0.91009,             0.92717,              0.7476,            0.014317,           0.0045477,           0.0022044,            0.001684,            0.001684,            0.001684
                 170,             0.01966,            0.011207,            0.006271,             0.90561,             0.91142,             0.92872,             0.74682,            0.014329,           0.0045586,           0.0022184,           0.0016345,           0.0016345,           0.0016345
                 171,            0.019155,            0.011325,           0.0068877,             0.90565,              0.9108,              0.9276,             0.74616,            0.014332,           0.0045606,           0.0022294,            0.001585,            0.001585,            0.001585
                 172,            0.019375,            0.011214,           0.0058511,             0.90452,             0.90811,             0.92648,             0.74596,            0.014334,           0.0045602,           0.0022254,           0.0015355,           0.0015355,           0.0015355
                 173,            0.019689,            0.011294,           0.0060442,             0.90592,             0.90858,             0.92641,             0.74624,            0.014334,           0.0045616,           0.0022313,            0.001486,            0.001486,            0.001486
                 174,            0.019095,            0.011208,           0.0059988,             0.90684,             0.90734,             0.92679,              0.7463,            0.014324,           0.0045627,           0.0022257,           0.0014365,           0.0014365,           0.0014365
                 175,            0.019397,            0.011158,           0.0061593,             0.90787,             0.90609,               0.927,             0.74666,            0.014309,           0.0045667,           0.0022257,            0.001387,            0.001387,            0.001387
                 176,            0.018855,            0.011224,           0.0055986,             0.91934,              0.8953,             0.92718,             0.74677,            0.014302,           0.0045688,           0.0022361,           0.0013375,           0.0013375,           0.0013375
                 177,            0.018919,             0.01115,           0.0052187,             0.90448,             0.90884,             0.92731,             0.74641,            0.014294,           0.0045713,           0.0022096,            0.001288,            0.001288,            0.001288
                 178,            0.019023,            0.011056,           0.0063288,             0.91903,             0.89373,             0.92683,              0.7471,            0.014288,           0.0045739,            0.002219,           0.0012385,           0.0012385,           0.0012385
                 179,            0.018934,            0.011046,             0.00532,             0.91732,             0.89517,              0.9272,             0.74734,            0.014279,           0.0045798,           0.0022285,            0.001189,            0.001189,            0.001189
                 180,             0.01885,            0.010945,           0.0059128,             0.90483,              0.9063,             0.92779,             0.74755,            0.014278,           0.0045837,           0.0022339,           0.0011395,           0.0011395,           0.0011395
                 181,             0.01873,            0.011028,           0.0056515,             0.90809,              0.9062,             0.92769,             0.74789,            0.014278,           0.0045883,           0.0022342,             0.00109,             0.00109,             0.00109
                 182,            0.018925,             0.01109,           0.0055593,             0.91603,             0.89759,              0.9277,             0.74793,            0.014277,           0.0045916,           0.0022238,           0.0010405,           0.0010405,           0.0010405
                 183,            0.018737,            0.010942,           0.0051052,             0.91186,             0.90583,             0.92848,             0.74733,            0.014276,           0.0045956,           0.0022052,            0.000991,            0.000991,            0.000991
                 184,            0.018568,            0.010916,           0.0063354,             0.90973,             0.90544,             0.92716,             0.74726,            0.014277,           0.0045993,            0.002195,           0.0009415,           0.0009415,           0.0009415
                 185,            0.018742,            0.010929,           0.0060428,             0.91063,             0.90584,              0.9284,             0.74768,            0.014279,           0.0046025,           0.0021886,            0.000892,            0.000892,            0.000892
                 186,            0.018492,            0.010754,           0.0055861,             0.91065,             0.90528,             0.92822,             0.74799,            0.014284,           0.0046052,            0.002188,           0.0008425,           0.0008425,           0.0008425
                 187,            0.017924,            0.010713,           0.0050356,             0.91085,             0.90406,             0.92779,             0.74836,             0.01429,           0.0046078,           0.0021989,            0.000793,            0.000793,            0.000793
                 188,            0.018015,            0.010776,           0.0056081,              0.9106,             0.90328,             0.92777,             0.74816,            0.014295,           0.0046123,           0.0022118,           0.0007435,           0.0007435,           0.0007435
                 189,            0.018466,            0.010854,           0.0056507,             0.91133,             0.90301,             0.92757,             0.74837,            0.014299,           0.0046158,            0.002217,            0.000694,            0.000694,            0.000694
                 190,            0.017819,            0.010945,           0.0054113,             0.91145,             0.90256,             0.92741,             0.74811,              0.0143,           0.0046197,           0.0022203,           0.0006445,           0.0006445,           0.0006445
                 191,            0.018135,            0.010789,           0.0046874,             0.91189,             0.90037,             0.92754,             0.74857,            0.014304,           0.0046229,           0.0022278,            0.000595,            0.000595,            0.000595
                 192,            0.017914,             0.01078,           0.0051308,             0.91197,             0.90049,             0.92766,             0.74952,            0.014307,           0.0046258,           0.0022322,           0.0005455,           0.0005455,           0.0005455
                 193,            0.017699,            0.010835,           0.0048089,              0.9117,             0.89998,             0.92724,             0.74922,            0.014314,           0.0046297,           0.0022416,            0.000496,            0.000496,            0.000496
                 194,            0.018074,            0.010803,           0.0051476,             0.91251,             0.89944,             0.92725,             0.74943,             0.01432,           0.0046331,           0.0022522,           0.0004465,           0.0004465,           0.0004465
                 195,            0.017733,             0.01066,           0.0049924,             0.91119,             0.89921,             0.92653,              0.7491,            0.014323,           0.0046368,           0.0022618,            0.000397,            0.000397,            0.000397
                 196,             0.01763,            0.010789,           0.0043687,             0.91181,             0.89949,             0.92666,             0.74942,            0.014328,           0.0046409,            0.002268,           0.0003475,           0.0003475,           0.0003475
                 197,            0.017438,            0.010814,           0.0045754,             0.91254,             0.89773,             0.92658,             0.74895,             0.01433,           0.0046445,           0.0022764,            0.000298,            0.000298,            0.000298
                 198,            0.017551,            0.010661,           0.0050026,             0.91345,             0.89629,             0.92632,             0.74875,            0.014335,           0.0046475,           0.0022831,           0.0002485,           0.0002485,           0.0002485
                 199,            0.017786,            0.010722,           0.0048974,             0.91319,             0.89663,             0.92631,             0.74837,            0.014338,           0.0046504,           0.0022858,            0.000199,            0.000199,            0.000199
